FID,FACILITYID,FACLAT,FATLONG,FATNAME,ExI,noisef,Soundlvl,remoteness,lux,Lightness,Miles,,,
13476,246542,0,0,Texas Meadows,0,0,0,3,0,0,99,,,
13477,246543,0,0,West Hill (White River Road) & Patterson Brook Roa,0,0,0,3,0,0,99,,,
13478,246544,0,0,Old Job,0,0,0,3,0,0,99,,,
13479,246545,0,0,Breadload Wilderness,0,0,0,3,0,0,99,,,
13480,246546,0,0,Prospect,0,0,0,3,0,0,99,,,
13481,246547,0,0,Wild Wings,0,0,0,3,0,0,99,,,
13482,246548,0,0,Mt. Meadows,0,0,0,3,0,0,99,,,
13483,246549,0,0,Mt. Top,0,0,0,3,0,0,99,,,
13484,246550,0,0,Rikert,0,0,0,3,0,0,99,,,
13485,246551,0,0,Blueberry Hill,0,0,0,3,0,0,99,,,
13486,246552,0,0,Sugarbush,0,0,0,3,0,0,99,,,
13487,246553,0,0,Mt. Snow,0,0,0,3,0,0,99,,,
13488,246554,0,0,Brandon Gap,0,0,0,3,0,0,99,,,
13489,246555,0,0,Lincoln Gap Road,0,0,0,3,0,0,99,,,
13490,246556,0,0,Robert Frost Memorial Drive,0,0,0,3,0,0,99,,,
13491,246557,0,0,White River Road,0,0,0,3,0,0,99,,,
13492,246558,0,0,Somerset Road,0,0,0,3,0,0,99,,,
13493,246559,0,0,Joseph Battell Wilderness,0,0,0,3,0,0,99,,,
13494,246560,0,0,South Branch and Middle Branch,0,0,0,3,0,0,99,,,
13495,246561,0,0,Chittenden Resevoir,0,0,0,3,0,0,99,,,
13496,246562,0,0,Goshen Dam,0,0,0,3,0,0,99,,,
13497,246563,0,0,Beebee Pond,0,0,0,3,0,0,99,,,
13499,246565,0,0,Middlebury Gap,0,0,0,3,0,0,99,,,
13500,246566,0,0,Moses Pond,0,0,0,3,0,0,99,,,
13501,246567,0,0,Falls of Lana,0,0,0,3,0,0,99,,,
13502,246568,0,0,Robert Frost Wayside,0,0,0,3,0,0,99,,,
13503,246569,0,0,Big Branch Overlook,0,0,0,3,0,0,99,,,
13504,246570,0,0,Lye Brook Wilderness,0,0,0,3,0,0,99,,,
13505,246571,0,0,George D. Aiken Wilderness,0,0,0,3,0,0,99,,,
13506,246572,0,0,Bristol Cliffs Wilderness,0,0,0,3,0,0,99,,,
13507,246573,0,0,Big Branch Wilderness,0,0,0,3,0,0,99,,,
13508,246574,0,0,Peru Peak Wilderness,0,0,0,3,0,0,99,,,
13509,246575,0,0,Glastenbury Wilderness,0,0,0,3,0,0,99,,,
13510,246576,0,0,Shep Meadows,0,0,0,3,0,0,99,,,
13540,246818,0,0,Texas Spring Campground,0,0,0,3,0,0,99,,,
13541,246819,0,0,Stovepipe Wells Campground,0,0,0,3,0,0,99,,,
13542,246820,0,0,Mesquite Spring Campground,0,0,0,3,0,0,99,,,
13543,246821,0,0,Emigrant Campground,0,0,0,3,0,0,99,,,
13544,246822,0,0,Wildrose Campground,0,0,0,3,0,0,99,,,
13545,246823,0,0,Thorndike Campground,0,0,0,3,0,0,99,,,
13546,246824,0,0,Mahogany Flat Campground,0,0,0,3,0,0,99,,,
13547,246825,0,0,Sanctuary River Campground,0,0,0,3,0,0,99,,,
13548,246826,0,0,Ernest Coe Visitor Center,0,0,0,3,0,0,99,,,
13549,246827,0,0,Flamingo Visitor Center,0,0,0,3,0,0,99,,,
13550,246828,0,0,Visitor Center,0,0,0,3,0,0,99,,,
13551,246829,0,0,Bartlett Cove Campground,0,0,0,3,0,0,99,,,
13552,246830,0,0,Great Falls Park Visitor Center,0,0,0,3,0,0,99,,,
13568,246846,0,0,Missouri National Recreational River Headquarters,0,0,0,3,0,0,99,,,
13579,246857,0,0,Longs Peak Campground,0,0,0,3,0,0,99,,,
13580,246858,0,0,National Park Service Regional Visitor Center,0,0,0,3,0,0,99,,,
13581,246859,0,0,Saugus Iron Works Visitor Center,0,0,0,3,0,0,99,,,
13582,246860,0,0,Potwisha Campground,0,0,0,3,0,0,99,,,
13583,246861,0,0,Buckeye Flat Campground,0,0,0,3,0,0,99,,,
13584,246862,0,0,South Fork Campground,0,0,0,3,0,0,99,,,
13585,246863,0,0,Atwell Mill Campground,0,0,0,3,0,0,99,,,
13586,246864,0,0,Cold Springs Campground,0,0,0,3,0,0,99,,,
13587,246865,0,0,Azalea Campground,0,0,0,3,0,0,99,,,
13588,246867,0,0,Sunset Campground,0,0,0,3,0,0,99,,,
13589,246868,0,0,Sentinel Campground,0,0,0,3,0,0,99,,,
13590,246869,0,0,Sheep Creek Campground,0,0,0,3,0,0,99,,,
13595,246875,0,0,Visitor Center,0,0,0,3,0,0,99,,,
13599,246883,0,0,test,0,0,0,3,0,0,99,,,
13601,246885,0,0,Cottonwood Campground,0,0,0,3,0,0,99,,,
13622,246912,0,0,Ryder,0,0,0,3,0,0,99,,,
13623,246913,0,0,Salamander,0,0,0,3,0,0,99,,,
13624,246914,0,0,Sand,0,0,0,3,0,0,99,,,
13625,246915,0,0,Sawmill,0,0,0,3,0,0,99,,,
13626,246916,0,0,Scout,0,0,0,3,0,0,99,,,
13627,246917,0,0,Scow,0,0,0,3,0,0,99,,,
13628,246918,0,0,Second Dam Picnic Area,0,0,0,3,0,0,99,,,
13629,246919,0,0,Seidner,0,0,0,3,0,0,99,,,
13630,246920,0,0,Shadow,0,0,0,3,0,0,99,,,
13631,246921,0,0,Shady Dell Campground,0,0,0,3,0,0,99,,,
13632,246922,0,0,Shaler,0,0,0,3,0,0,99,,,
13633,246923,0,0,Shenoah Picnic Area,0,0,0,3,0,0,99,,,
13634,246924,0,0,Shephard,0,0,0,3,0,0,99,,,
13635,246925,0,0,Shingle Creek East,0,0,0,3,0,0,99,,,
13636,246926,0,0,Shingle Creek Lower,0,0,0,3,0,0,99,,,
13637,246927,0,0,Shingle Creek West,0,0,0,3,0,0,99,,,
13638,246928,0,0,Shingle Creek ATV Campground,0,0,0,3,0,0,99,,,
13639,246929,0,0,Silver Lake,0,0,0,3,0,0,99,,,
13640,246930,0,0,Silver Lake Trailhead,0,0,0,3,0,0,99,,,
13641,246931,0,0,Silver Lake Recreation Picnic Area,0,0,0,3,0,0,99,,,
13642,246932,0,0,Sink Hollow GWT,0,0,0,3,0,0,99,,,
13643,246933,0,0,Slate Gorge Overlook,0,0,0,3,0,0,99,,,
13644,246934,0,0,Smithfield Campground,0,0,0,3,0,0,99,,,
13645,246936,0,0,Smiths Fork Pass,0,0,0,3,0,0,99,,,
13646,246937,0,0,Smiths Fork River,0,0,0,3,0,0,99,,,
13647,246938,0,0,Snow (Andrea),0,0,0,3,0,0,99,,,
13648,246940,0,0,Sonny,0,0,0,3,0,0,99,,,
13649,246941,0,0,South Box Elder Picnic Area,0,0,0,3,0,0,99,,,
13651,246944,0,0,Spectacle (Hourglass),0,0,0,3,0,0,99,,,
13652,246945,0,0,Spring Campground,0,0,0,3,0,0,99,,,
13653,246948,0,0,Star,0,0,0,3,0,0,99,,,
13654,246951,0,0,Storm Mountain Amphitheater,0,0,0,3,0,0,99,,,
13655,246953,0,0,Stump Hollow GWT,0,0,0,3,0,0,99,,,
13656,246956,0,0,Sunset Campground,0,0,0,3,0,0,99,,,
13657,246957,0,0,Tail,0,0,0,3,0,0,99,,,
13658,246958,0,0,Taylor Fork ATV Trailhead,0,0,0,3,0,0,99,,,
13659,246959,0,0,Taylors Fork ATV Campground,0,0,0,3,0,0,99,,,
13660,246960,0,0,Teal,0,0,0,3,0,0,99,,,
13661,246961,0,0,Teapot Lake,0,0,0,3,0,0,99,,,
13662,246962,0,0,Terraces Picnic Area,0,0,0,3,0,0,99,,,
13663,246963,0,0,Terraces Trailhead #006,0,0,0,3,0,0,99,,,
13664,246964,0,0,Birches Picnic Area,0,0,0,3,0,0,99,,,
13665,246965,0,0,Tony Grove Lake,0,0,0,3,0,0,99,,,
13666,246967,0,0,Toomset,0,0,0,3,0,0,99,,,
13667,246968,0,0,Trial Lake,0,0,0,3,0,0,99,,,
13668,246970,0,0,Trident,0,0,0,3,0,0,99,,,
13669,246971,0,0,Twin Lake,0,0,0,3,0,0,99,,,
13670,246972,0,0,Twin Lower,0,0,0,3,0,0,99,,,
13671,246973,0,0,Twin Upper,0,0,0,3,0,0,99,,,
13672,246974,0,0,Upper Bells Canyon Reservoir,0,0,0,3,0,0,99,,,
13673,246975,0,0,Upper Box Elder Picnic Area,0,0,0,3,0,0,99,,,
13675,246978,0,0,Upper Provo Bridge Picnic Area,0,0,0,3,0,0,99,,,
13676,246979,0,0,W-17,0,0,0,3,0,0,99,,,
13677,246980,0,0,W-52,0,0,0,3,0,0,99,,,
13678,246981,0,0,W-53,0,0,0,3,0,0,99,,,
13679,246982,0,0,W-57,0,0,0,3,0,0,99,,,
13680,246983,0,0,W-59,0,0,0,3,0,0,99,,,
13681,246984,0,0,W-62,0,0,0,3,0,0,99,,,
13682,246985,0,0,Wall Lake,0,0,0,3,0,0,99,,,
13683,246986,0,0,Washington Lake,0,0,0,3,0,0,99,,,
13684,246988,0,0,Watson,0,0,0,3,0,0,99,,,
13685,246989,0,0,Weber-Cottonwood Picnic Area,0,0,0,3,0,0,99,,,
13686,246990,0,0,Weir,0,0,0,3,0,0,99,,,
13687,246991,0,0,West Fork Duchesne River,0,0,0,3,0,0,99,,,
13688,246992,0,0,Whiskey Island,0,0,0,3,0,0,99,,,
13689,246993,0,0,White Bridge Picnic Area,0,0,0,3,0,0,99,,,
13690,246994,0,0,White Pine Lake,0,0,0,3,0,0,99,,,
13691,246995,0,0,Whitewall,0,0,0,3,0,0,99,,,
13692,246996,0,0,Whitney Reservoir,0,0,0,3,0,0,99,,,
13693,246997,0,0,Whitney Snow Machine,0,0,0,3,0,0,99,,,
13694,246998,0,0,Wilder,0,0,0,3,0,0,99,,,
13696,247000,0,0,Willow Creek GWT,0,0,0,3,0,0,99,,,
13697,247001,0,0,Wind Caves,0,0,0,3,0,0,99,,,
13698,247002,0,0,Wind Cave Way,0,0,0,3,0,0,99,,,
13699,247003,0,0,Wolverine ATV Loop A,0,0,0,3,0,0,99,,,
13700,247004,0,0,Wolverine ATV Loop B,0,0,0,3,0,0,99,,,
13701,247005,0,0,Wolverine ATV Loop C,0,0,0,3,0,0,99,,,
13702,247006,0,0,Wolverine ATV Loop D,0,0,0,3,0,0,99,,,
13703,247007,0,0,Wolverine ATV Loop F,0,0,0,3,0,0,99,,,
13704,247008,0,0,Wolverine ATV Loop G,0,0,0,3,0,0,99,,,
13705,247009,0,0,Wolverine ATV Loop H,0,0,0,3,0,0,99,,,
13706,247010,0,0,Wolverine ATV Loop I,0,0,0,3,0,0,99,,,
13707,247011,0,0,Wolverine ATV Trailhead/Campground,0,0,0,3,0,0,99,,,
13708,247012,0,0,Wood Camp Campground,0,0,0,3,0,0,99,,,
13709,247013,0,0,Worm Fence Springs ATV GWT,0,0,0,3,0,0,99,,,
13710,247014,0,0,Wyman,0,0,0,3,0,0,99,,,
13711,247015,0,0,Yellow Pine Lower,0,0,0,3,0,0,99,,,
13712,247016,0,0,Yellow Pine Upper,0,0,0,3,0,0,99,,,
13713,247017,0,0,Yellow Pine Campground,0,0,0,3,0,0,99,,,
13714,247018,0,0,Twin Lakes Pass #027,0,0,0,3,0,0,99,,,
13715,247019,0,0,Maple Bench Campground,0,0,0,3,0,0,99,,,
13716,247026,0,0,Trumboldt Picnic Area,0,0,0,3,0,0,99,,,
13717,247027,0,0,Vernon Reservoir Campground,0,0,0,3,0,0,99,,,
13718,247031,0,0,Maple Lake Campground,0,0,0,3,0,0,99,,,
13719,247032,0,0,Cottonwood Campground,0,0,0,3,0,0,99,,,
13720,247033,0,0,Spanish Fork Peak,0,0,0,3,0,0,99,,,
13721,247034,0,0,Bear Lake Scenic Byway,0,0,0,3,0,0,99,,,
13722,247035,0,0,Big Cottonwood Canyon Scenic Byway,0,0,0,3,0,0,99,,,
13723,247036,0,0,Little Cottonwood Canyon Scenic Byway,0,0,0,3,0,0,99,,,
13724,247037,0,0,Mt. Nebo Scenic Byway,0,0,0,3,0,0,99,,,
13725,247038,0,0,Grass,0,0,0,3,0,0,99,,,
13726,247039,0,0,Green Canyon Picnic Area,0,0,0,3,0,0,99,,,
13727,247041,0,0,Guinavah Amphitheater,0,0,0,3,0,0,99,,,
13728,247042,0,0,Hayden Fork Campground,0,0,0,3,0,0,99,,,
13729,247043,0,0,Hayden Fork River,0,0,0,3,0,0,99,,,
13730,247044,0,0,Hayden,0,0,0,3,0,0,99,,,
13731,247045,0,0,Hayden Peak Overlook,0,0,0,3,0,0,99,,,
13732,247046,0,0,Haystack Lake,0,0,0,3,0,0,99,,,
13733,247047,0,0,Hell Hole,0,0,0,3,0,0,99,,,
13734,247048,0,0,Henrys Fork River,0,0,0,3,0,0,99,,,
13735,247049,0,0,Henrys Fork,0,0,0,3,0,0,99,,,
13736,247050,0,0,Henrys Fork Trailhead,0,0,0,3,0,0,99,,,
13737,247051,0,0,Hessie,0,0,0,3,0,0,99,,,
13738,247052,0,0,Hidden,0,0,0,3,0,0,99,,,
13739,247053,0,0,Hidden (Little Hidden),0,0,0,3,0,0,99,,,
13740,247054,0,0,Hidden Lake,0,0,0,3,0,0,99,,,
13741,247055,0,0,High Creek Campground,0,0,0,3,0,0,99,,,
13742,247056,0,0,Hoop Lake,0,0,0,3,0,0,99,,,
13743,247057,0,0,Hoop Lake Campground,0,0,0,3,0,0,99,,,
13744,247058,0,0,Hoop Lake Trailhead,0,0,0,3,0,0,99,,,
13745,247059,0,0,Hoover,0,0,0,3,0,0,99,,,
13746,247060,0,0,Hourglass,0,0,0,3,0,0,99,,,
13747,247061,0,0,Hyatt,0,0,0,3,0,0,99,,,
13748,247062,0,0,Ibantik,0,0,0,3,0,0,99,,,
13749,247063,0,0,Intake Campground,0,0,0,3,0,0,99,,,
13750,247064,0,0,Island,0,0,0,3,0,0,99,,,
13751,247065,0,0,Island 2,0,0,0,3,0,0,99,,,
13752,247066,0,0,Island Lake,0,0,0,3,0,0,99,,,
13753,247067,0,0,Jacks,0,0,0,3,0,0,99,,,
13754,247068,0,0,James,0,0,0,3,0,0,99,,,
13755,247069,0,0,Jean,0,0,0,3,0,0,99,,,
13757,247071,0,0,Jerry,0,0,0,3,0,0,99,,,
13758,247072,0,0,Jewell,0,0,0,3,0,0,99,,,
13759,247073,0,0,John,0,0,0,3,0,0,99,,,
13760,247074,0,0,Jordan,0,0,0,3,0,0,99,,,
13761,247076,0,0,Junior,0,0,0,3,0,0,99,,,
13762,247077,0,0,Kabell Creek Way,0,0,0,3,0,0,99,,,
13763,247078,0,0,Kabell Lake,0,0,0,3,0,0,99,,,
13764,247079,0,0,Kamas,0,0,0,3,0,0,99,,,
13765,247080,0,0,Kermsuh Lake,0,0,0,3,0,0,99,,,
13766,247081,0,0,Lake Blanche,0,0,0,3,0,0,99,,,
13767,247082,0,0,Lake Catherine,0,0,0,3,0,0,99,,,
13768,247083,0,0,Lake Desolation,0,0,0,3,0,0,99,,,
13769,247084,0,0,Lake Florence,0,0,0,3,0,0,99,,,
13770,247085,0,0,Lake Lillian,0,0,0,3,0,0,99,,,
13771,247086,0,0,Lake Martha,0,0,0,3,0,0,99,,,
13772,247087,0,0,Lake Mary,0,0,0,3,0,0,99,,,
13773,247088,0,0,Lake Solitude,0,0,0,3,0,0,99,,,
13774,247089,0,0,Lambert,0,0,0,3,0,0,99,,,
13775,247090,0,0,Lambs Canyon Trailhead #002,0,0,0,3,0,0,99,,,
13776,247091,0,0,Leconte,0,0,0,3,0,0,99,,,
13777,247093,0,0,Ledgemere Picnic Area,0,0,0,3,0,0,99,,,
13778,247094,0,0,Lewis M. Turner Campground,0,0,0,3,0,0,99,,,
13779,247095,0,0,Lillian,0,0,0,3,0,0,99,,,
13780,247096,0,0,Lilly,0,0,0,3,0,0,99,,,
13781,247097,0,0,Lilly Lower,0,0,0,3,0,0,99,,,
13782,247098,0,0,Lilly Upper,0,0,0,3,0,0,99,,,
13783,247099,0,0,Lilly Lake,0,0,0,3,0,0,99,,,
13784,247100,0,0,Lilly Lake Campground,0,0,0,3,0,0,99,,,
13785,247101,0,0,Linear,0,0,0,3,0,0,99,,,
13786,247102,0,0,Little Bear GWT,0,0,0,3,0,0,99,,,
13787,247103,0,0,Little Blanchard,0,0,0,3,0,0,99,,,
13788,247104,0,0,Little Cottonwood Canyon River,0,0,0,3,0,0,99,,,
13789,247105,0,0,Little Elk,0,0,0,3,0,0,99,,,
13790,247106,0,0,Little Lyman Lake,0,0,0,3,0,0,99,,,
13791,247107,0,0,Little Lyman Lake Campground,0,0,0,3,0,0,99,,,
13792,247108,0,0,Lodge Campground,0,0,0,3,0,0,99,,,
13793,247110,0,0,Lofty Lake,0,0,0,3,0,0,99,,,
13794,247111,0,0,Logan River,0,0,0,3,0,0,99,,,
13795,247112,0,0,Long Lake,0,0,0,3,0,0,99,,,
13796,247113,0,0,Long Lake Loop Route,0,0,0,3,0,0,99,,,
13797,247114,0,0,Long Pond,0,0,0,3,0,0,99,,,
13798,247115,0,0,Loop Campground,0,0,0,3,0,0,99,,,
13799,247116,0,0,Lorena,0,0,0,3,0,0,99,,,
13800,247117,0,0,Lost Lake,0,0,0,3,0,0,99,,,
13802,247120,0,0,Lovenia,0,0,0,3,0,0,99,,,
13803,247121,0,0,Lower Narrows Campground,0,0,0,3,0,0,99,,,
13804,247122,0,0,Lower Provo River Campground,0,0,0,3,0,0,99,,,
13805,247123,0,0,Lym Lake,0,0,0,3,0,0,99,,,
13806,247124,0,0,Lyman Lake,0,0,0,3,0,0,99,,,
13807,247125,0,0,Lyman Lake Campground,0,0,0,3,0,0,99,,,
13809,247127,0,0,Maba,0,0,0,3,0,0,99,,,
13810,247128,0,0,Main Box Elder Picnic Area,0,0,0,3,0,0,99,,,
13811,247129,0,0,Main Fork Weber River,0,0,0,3,0,0,99,,,
13812,247130,0,0,Marjorie Lake,0,0,0,3,0,0,99,,,
13813,247131,0,0,Marsh Lake,0,0,0,3,0,0,99,,,
13814,247132,0,0,Maple Cove Picnic Area,0,0,0,3,0,0,99,,,
13815,247133,0,0,Maple Grove Picnic Area,0,0,0,3,0,0,99,,,
13816,247134,0,0,Maples Campground,0,0,0,3,0,0,99,,,
13817,247135,0,0,Marsell,0,0,0,3,0,0,99,,,
13818,247137,0,0,Marshall,0,0,0,3,0,0,99,,,
13819,247138,0,0,McPheters,0,0,0,3,0,0,99,,,
13820,247139,0,0,Meadow Lake,0,0,0,3,0,0,99,,,
13821,247140,0,0,Meadow Lake - KHRD,0,0,0,3,0,0,99,,,
13822,247141,0,0,Meeks Cabin,0,0,0,3,0,0,99,,,
13823,247142,0,0,Meeks Cabin Campground,0,0,0,3,0,0,99,,,
13824,247145,0,0,Mill B North Trailhead #005,0,0,0,3,0,0,99,,,
13825,247146,0,0,Mill Creek,0,0,0,3,0,0,99,,,
13826,247147,0,0,Mill Canyon Fishing Dock and Boardwalk,0,0,0,3,0,0,99,,,
13827,247149,0,0,Mirror Lake,0,0,0,3,0,0,99,,,
13828,247150,0,0,Mirror Lake Highway Winter,0,0,0,3,0,0,99,,,
13829,247152,0,0,Mistake Road Connect,0,0,0,3,0,0,99,,,
13830,247153,0,0,Moosehorn,0,0,0,3,0,0,99,,,
13831,247155,0,0,Morat #1,0,0,0,3,0,0,99,,,
13832,247156,0,0,Morat #2,0,0,0,3,0,0,99,,,
13833,247157,0,0,Moss Ledge Picnic Area,0,0,0,3,0,0,99,,,
13834,247159,0,0,Murdock Basin ATV Trailhead,0,0,0,3,0,0,99,,,
13835,247160,0,0,Naomi,0,0,0,3,0,0,99,,,
13836,247161,0,0,Neil,0,0,0,3,0,0,99,,,
13837,247162,0,0,Evanston-Mountain View  Ranger District,0,0,0,3,0,0,99,,,
13838,247163,0,0,Salt Lake Ranger District,0,0,0,3,0,0,99,,,
13839,247164,0,0,Heber-Kamas Ranger District,0,0,0,3,0,0,99,,,
13840,247165,0,0,Logan Ranger District,0,0,0,3,0,0,99,,,
13841,247166,0,0,Ogden Ranger District,0,0,0,3,0,0,99,,,
13842,247167,0,0,Spanish Fork Ranger District,0,0,0,3,0,0,99,,,
13843,247168,0,0,Pleasant Grove Ranger District,0,0,0,3,0,0,99,,,
13844,247169,0,0,Abes Lake,0,0,0,3,0,0,99,,,
13845,247170,0,0,Adax,0,0,0,3,0,0,99,,,
13846,247172,0,0,Alexander,0,0,0,3,0,0,99,,,
13847,247173,0,0,Alligator,0,0,0,3,0,0,99,,,
13848,247174,40.751,-110.75921,Amethyst Lake,1.88255,0.06,1,3,18,0,99,,,
13849,247175,0,0,Anchor,0,0,0,3,0,0,99,,,
13851,247178,0,0,Arrowhead,0,0,0,3,0,0,99,,,
13852,247179,0,0,Azure,0,0,0,3,0,0,99,,,
13853,247180,0,0,Baker,0,0,0,3,0,0,99,,,
13854,247181,0,0,Bald,0,0,0,3,0,0,99,,,
13855,247182,0,0,Bald Mountain Pass and Overlook,0,0,0,3,0,0,99,,,
13856,247183,0,0,Bear,0,0,0,3,0,0,99,,,
13857,247184,0,0,Bear River Campground,0,0,0,3,0,0,99,,,
13858,247185,0,0,Beaver Creek,0,0,0,3,0,0,99,,,
13859,247186,0,0,Beaver Creek Picnic Area,0,0,0,3,0,0,99,,,
13860,247187,0,0,Beaver Lake,0,0,0,3,0,0,99,,,
13861,247188,0,0,Beaver Lake (Evanston Ranger District),0,0,0,3,0,0,99,,,
13862,247189,0,0,Beaver Meadow,0,0,0,3,0,0,99,,,
13863,247190,0,0,Beaver - KHRD,0,0,0,3,0,0,99,,,
13864,247191,0,0,Beaver View Campground,0,0,0,3,0,0,99,,,
13865,247192,0,0,Bench,0,0,0,3,0,0,99,,,
13866,247193,0,0,Bennion Lower,0,0,0,3,0,0,99,,,
13867,247194,0,0,Bennion Upper,0,0,0,3,0,0,99,,,
13868,247195,0,0,Beth,0,0,0,3,0,0,99,,,
13869,247196,0,0,Big Cottonwood River,0,0,0,3,0,0,99,,,
13870,247197,0,0,Big Elk Lake,0,0,0,3,0,0,99,,,
13871,247198,0,0,Big Meadows,0,0,0,3,0,0,99,,,
13872,247199,0,0,Blacks Fork River,0,0,0,3,0,0,99,,,
13873,247200,0,0,Blanchard,0,0,0,3,0,0,99,,,
13874,247201,0,0,Blue,0,0,0,3,0,0,99,,,
13875,247202,0,0,Blue Lake,0,0,0,3,0,0,99,,,
13876,247203,0,0,Blythe,0,0,0,3,0,0,99,,,
13877,247204,0,0,Bobs,0,0,0,3,0,0,99,,,
13878,247205,0,0,Bonnie,0,0,0,3,0,0,99,,,
13879,247206,0,0,Booker,0,0,0,3,0,0,99,,,
13881,247209,0,0,Bountiful Peak Picnic Area,0,0,0,3,0,0,99,,,
13882,247211,0,0,Boxer,0,0,0,3,0,0,99,,,
13883,247213,0,0,BR-2,0,0,0,3,0,0,99,,,
13884,247214,0,0,BR-16,0,0,0,3,0,0,99,,,
13885,247215,0,0,BR-17,0,0,0,3,0,0,99,,,
13886,247216,0,0,BR-18,0,0,0,3,0,0,99,,,
13887,247217,0,0,BR-24,0,0,0,3,0,0,99,,,
13888,247218,0,0,BR-44,0,0,0,3,0,0,99,,,
13889,247219,0,0,Bridger Campground,0,0,0,3,0,0,99,,,
13890,247220,0,0,Bridger Lake,0,0,0,3,0,0,99,,,
13891,247222,0,0,Broadhead,0,0,0,3,0,0,99,,,
13892,247223,0,0,Broadhead Loop ATV,0,0,0,3,0,0,99,,,
13893,247224,0,0,Brook,0,0,0,3,0,0,99,,,
13894,247225,0,0,Buckeye,0,0,0,3,0,0,99,,,
13895,247226,0,0,Bud,0,0,0,3,0,0,99,,,
13896,247227,0,0,Burbon,0,0,0,3,0,0,99,,,
13897,247228,0,0,Burnt Fork,0,0,0,3,0,0,99,,,
13898,247229,0,0,Butterfly Lake,0,0,0,3,0,0,99,,,
13899,247230,0,0,Butterfly Lake Campground,0,0,0,3,0,0,99,,,
13900,247231,0,0,Card Canyon East,0,0,0,3,0,0,99,,,
13901,247232,0,0,Card Canyon West,0,0,0,3,0,0,99,,,
13902,247233,0,0,Card Picnic Area,0,0,0,3,0,0,99,,,
13903,247234,0,0,Carol,0,0,0,3,0,0,99,,,
13904,247235,0,0,Carolyn Lake,0,0,0,3,0,0,99,,,
13905,247236,0,0,Cascade Springs,0,0,0,3,0,0,99,,,
13906,247237,0,0,Castle,0,0,0,3,0,0,99,,,
13907,247238,0,0,Castle Lake,0,0,0,3,0,0,99,,,
13908,247239,0,0,Causey Reservoir,0,0,0,3,0,0,99,,,
13909,247240,0,0,Cemetery Day Use Area,0,0,0,3,0,0,99,,,
13910,247241,0,0,Cemetery Point Marina,0,0,0,3,0,0,99,,,
13911,247242,0,0,Cemetery Point Picnic Area,0,0,0,3,0,0,99,,,
13912,247243,0,0,China Lake,0,0,0,3,0,0,99,,,
13913,247244,0,0,China Meadows Campground,0,0,0,3,0,0,99,,,
13914,247245,0,0,China Meadows Trailhead,0,0,0,3,0,0,99,,,
13915,247246,0,0,Chokecherry Picnic Area,0,0,0,3,0,0,99,,,
13916,247248,0,0,Church Fork Picnic Area,0,0,0,3,0,0,99,,,
13917,247249,0,0,City View Cutoff,0,0,0,3,0,0,99,,,
13918,247250,0,0,Clegg,0,0,0,3,0,0,99,,,
13919,247251,0,0,Cliff,0,0,0,3,0,0,99,,,
13920,247252,0,0,Clover Springs Picnic Area,0,0,0,3,0,0,99,,,
13921,247253,0,0,Clyde Lake,0,0,0,3,0,0,99,,,
13922,247254,0,0,Cobblerest Campground,0,0,0,3,0,0,99,,,
13923,247255,0,0,Coffin,0,0,0,3,0,0,99,,,
13924,247256,0,0,Ogden River Scenic Byway,0,0,0,3,0,0,99,,,
13925,247257,0,0,Provo Canyon Scenic Byway,0,0,0,3,0,0,99,,,
13926,247258,0,0,Alpine Scenic Loop Backway,0,0,0,3,0,0,99,,,
13927,247266,0,0,Whiskey Springs Picnic Area,0,0,0,3,0,0,99,,,
13928,247267,0,0,Haws Point Picnic Area,0,0,0,3,0,0,99,,,
13929,247268,0,0,Martin Picnic Area,0,0,0,3,0,0,99,,,
13930,247269,0,0,Mile Rock Picnic Area,0,0,0,3,0,0,99,,,
13931,247270,0,0,Echo Picnic Area,0,0,0,3,0,0,99,,,
13932,247271,0,0,Roadhouse Picnic Area,0,0,0,3,0,0,99,,,
13933,247278,0,0,Theater-in-the-Pines Picnic Area,0,0,0,3,0,0,99,,,
13934,247280,0,0,Grey Cliffs Picnic Area,0,0,0,3,0,0,99,,,
13935,247281,0,0,Mirror Lake Scenic Byway,0,0,0,3,0,0,99,,,
13936,247282,0,0,Cottonwood Campground - SLRD,0,0,0,3,0,0,99,,,
13937,247283,0,0,Crystal,0,0,0,3,0,0,99,,,
13938,247284,0,0,Crystal Lake,0,0,0,3,0,0,99,,,
13939,247285,0,0,Cuberant #1,0,0,0,3,0,0,99,,,
13940,247286,0,0,Cuberant #2,0,0,0,3,0,0,99,,,
13941,247287,0,0,Cuberant #3,0,0,0,3,0,0,99,,,
13942,247288,0,0,Cuberant #4,0,0,0,3,0,0,99,,,
13943,247289,0,0,Cuberant #5,0,0,0,3,0,0,99,,,
13944,247290,0,0,Cutthroat,0,0,0,3,0,0,99,,,
13945,247291,0,0,Cutthroat (Clint),0,0,0,3,0,0,99,,,
13946,247292,0,0,D-9,0,0,0,3,0,0,99,,,
13947,247293,0,0,D-16,0,0,0,3,0,0,99,,,
13948,247294,0,0,Norice,0,0,0,3,0,0,99,,,
13949,247295,0,0,North Fork Provo River,0,0,0,3,0,0,99,,,
13950,247296,0,0,Notch,0,0,0,3,0,0,99,,,
13951,247297,0,0,Old Juniper Shady Route,0,0,0,3,0,0,99,,,
13952,247298,0,0,Olsen,0,0,0,3,0,0,99,,,
13953,247299,0,0,Ostler,0,0,0,3,0,0,99,,,
